title,score,stdev,num_votes,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10
Kiniro no Corda: Primo Passo,7.630827647243555,1.5976796803646935,35027,107,122,235,670,2032,4185,8386,8674,5975,4641
Basilisk: Kouga Ninpou Chou,7.599110533476839,1.5691588283459281,49243,165,231,421,1043,2597,5274,11649,13981,8699,5183
Grisaia no Kajitsu,7.632641709955205,1.5626387723658262,100681,345,474,978,2166,4454,10112,24261,29162,17784,10945
Btooom!,7.642367335325082,1.4878134609902793,210870,505,791,1691,3949,9082,20932,51946,63542,38690,19742
Gugure! Kokkuri-san,7.628019323671498,1.4457794397675297,42642,91,94,245,620,1938,4603,11361,12518,6919,4253
Kiznaiver,7.633552366400765,1.4618230272258823,106681,245,288,737,1993,4418,11131,26966,32348,18621,9934
Kobayashi-san Chi no Maid Dragon,7.68545697131421,1.3837407513552074,5996,16,20,21,54,209,567,1681,1940,867,621
New Prince of Tennis,7.656231680150076,1.540559291914116,17058,38,51,133,351,755,1916,4187,4643,2907,2077
Jewelpet Twinkle☆,7.591961023142509,1.744071895187208,1642,11,9,17,37,98,190,411,368,223,278
Persona 4 the Animation,7.597547935373303,1.5243540880225688,68269,172,226,499,1457,3494,7406,16901,19394,11837,6883
Tatakae! Chou Robot Seimeitai Transformers,7.642669007901668,1.661657575891169,3417,10,10,29,69,212,431,803,785,505,563
Toriko,7.460173454298389,1.7583700824902748,25021,256,196,330,742,1399,2762,5900,6582,4008,2846
Wakakusa Monogatari: Nan to Jo-sensei,7.753488372093023,1.4971832214869363,1290,3,2,6,6,61,153,345,309,207,198
Mousou Dairinin,7.708824169334535,1.5955684208828662,64346,294,318,532,1490,2704,6111,14044,18237,13004,7612
Kekkai Sensen,7.685341176689595,1.4423292001450172,107437,204,270,600,1788,4484,10489,26862,32532,19730,10478
Hungry Heart: Wild Striker,7.662563092453527,1.4837992299073957,8123,20,20,49,139,387,802,2086,2305,1459,856
Mitsudomoe,7.627119258078539,1.5954504687878586,27604,160,172,259,609,1187,2567,6459,8296,5046,2849
Ashita no Nadja,7.616516620498615,1.5618362476281564,5776,17,18,25,87,335,762,1438,1386,964,744
Amagi Brilliant Park,7.655522955177459,1.3066811116693466,130537,185,213,501,1383,4651,12453,36110,43725,22020,9296
Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,7.672238372093023,1.3535372039179676,31648,49,50,120,370,1195,3093,8736,9948,5317,2770
Toaru Majutsu no Index,7.646066299762798,1.43876439328942,171162,357,404,1068,2851,7531,16936,43624,52754,30098,15539
Oda Nobuna no Yabou,7.662511610375974,1.424465175058856,74287,133,205,424,1099,3084,7493,18919,23020,13057,6853
Moyashimon,7.643281242578255,1.3124268963003087,21053,35,44,81,240,789,2089,5482,7126,3943,1224
Saenai Heroine no Sodatekata,7.653983224738112,1.3886822069640747,83337,186,218,503,1211,3205,7731,21297,28080,14305,6601
Love Stage!!,7.66221946633596,1.6595506908738211,49994,291,257,408,1011,2556,5437,11579,12697,8619,7139
Tonari no Seki-kun,7.651491991759155,1.341438271480378,45141,53,58,152,438,1853,4831,12426,14007,7500,3823
Love Live! School Idol Project,7.653127014829143,1.5596910491102682,85305,400,315,619,1495,3855,8771,21755,23495,14163,10437
Kamisama no Memochou,7.641337286442038,1.4777681171509494,61049,141,184,437,1124,2785,6213,14905,18371,11216,5673
Inu x Boku SS,7.645454311741064,1.5217153947505824,116693,264,367,702,1982,5828,13007,29795,31236,19616,13896
Isshuukan Friends.,7.669722214852352,1.3756413357791675,75382,130,125,326,1009,3011,7643,19293,24157,13335,6353
High School DxD,7.640574524674489,1.732065850873176,273339,1664,1931,3317,6532,13876,28926,62168,67949,44602,42374
Chuuka Ichiban!,7.6330481764970735,1.436473222568328,4442,17,8,16,51,204,478,1217,1273,750,428
Boku wa Tomodachi ga Sukunai Next,7.685603762135922,1.3846251604067394,145024,228,346,759,2020,5467,13943,36746,46902,26241,12372
Kimagure Orange☆Road,7.595954692556634,1.6023899457998076,6180,28,21,40,144,343,722,1452,1650,1034,746
Mainichi Kaasan,7.500756429652042,1.7207682298130682,661,6,5,4,17,38,86,153,167,101,84
Yuru Yuri,7.636133400524609,1.4984045067787823,77391,272,284,577,1276,3497,7684,19382,23413,13334,7672
Ike! Ina-chuu Takkyuubu,7.4744832041343665,1.9082630207017708,3096,40,45,44,95,180,331,685,711,520,445
Tsubasa Chronicle 2nd Season,7.680924488035236,1.5611447053543364,44046,98,171,318,866,2179,4589,10670,11725,7763,5667
Aa! Megami-sama!: Sorezore no Tsubasa,7.673225152129818,1.394350068528962,24650,25,49,96,271,1061,2685,6558,7264,4193,2448
Arslan Senki (TV): Fuujin Ranbu,7.694932142243601,1.2554817440270993,29105,27,26,71,304,848,2578,8291,10144,4604,2212
Air Gear,7.609358309668343,1.5841010574856225,115149,315,470,923,2468,6324,12923,28042,30077,19824,13783
Ano Natsu de Matteru,7.667949615115465,1.493762888276009,91456,228,290,569,1560,4202,9606,22069,26544,16836,9552
Mobile Police Patlabor: On Television,7.625220631496372,1.3882365614325434,5099,10,8,19,72,221,538,1380,1596,801,454
Mujin Wakusei Survive,7.645722937168811,1.5655494218080102,5284,22,19,36,93,265,593,1244,1484,883,645
Shakugan no Shana III (Final),7.6871800754197555,1.7140732013410904,69743,302,441,845,2011,3387,7092,14318,17829,13161,10357
Zero no Tsukaima: Futatsuki no Kishi,7.713565070994417,1.552822562971519,161562,386,608,1224,2948,7249,16555,38586,43967,28650,21389
Arakawa Under the Bridge,7.636710028152606,1.4765249802047486,82408,256,334,555,1494,3541,8084,20131,25643,15209,7161
Gakkou no Kaidan,7.660435830586846,1.6760193039735831,20329,83,101,226,465,1019,2186,4837,5054,3176,3182
Gakkougurashi!,7.665123041300953,1.5095749218451389,74284,208,324,557,1362,3247,7378,17476,22550,13634,7548
Giant Killing,7.670961538461539,1.3510690348691474,20800,41,38,88,237,732,2112,5513,6702,3682,1655
High School DxD BorN,7.6918630248675095,1.7096583726918282,122650,570,746,1245,2844,6193,13322,27522,29770,19857,20581
Gensoumaden Saiyuuki,7.557985241351297,1.6239667486945002,14771,65,66,123,370,864,1627,3657,3791,2496,1712
Seitokai Yakuindomo,7.665046965626979,1.4530164383685418,116894,320,388,747,1754,4685,11513,29705,36155,20303,11324
Shounen Onmyouji,7.64776498834828,1.4398235009871385,14161,24,37,58,179,655,1593,3754,4027,2355,1479
Sukitte Ii na yo.,7.685028522374834,1.5473098418705966,144448,408,540,1038,2568,6712,15174,35141,39062,25924,17881
Uchuu Patrol Luluco,7.6582331709710205,1.4693579531530696,28537,64,75,184,484,1301,2884,7053,8638,4983,2871
Ushio to Tora (TV),7.6372119815668205,1.3802833363858193,43400,67,68,213,626,1933,4191,11472,14145,7016,3669
Nobunaga Concerto,7.71117739954378,1.486418481342171,11398,46,48,75,180,416,1083,2651,3517,2286,1096
Lady Lady!!,7.703345724907063,1.700346552089577,1345,5,10,7,20,73,184,306,288,200,252
Fushigi Yuugi,7.667025265875699,1.7159860858754181,32534,134,191,288,788,1987,3615,7154,7425,5716,5236
Yuusha-Ou GaoGaiGar Final Grand Glorious Gathering,7.840155945419103,1.7093327058439416,513,4,5,1,6,23,59,91,140,85,99
Noein: Mou Hitori no Kimi e,7.654381329810656,1.5054903052969788,22710,63,65,150,438,1108,2340,5336,6640,4316,2254
Sengoku Basara Two,7.716554728625885,1.4055810371697053,22036,25,35,101,280,826,2295,5792,6451,3838,2393
Shakugan no Shana,7.675275005463685,1.5159169826725813,164724,415,569,1097,3014,7920,16322,39648,47717,29622,18400
Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season,7.728441754916792,1.5269912943504407,2644,10,7,17,40,122,257,630,736,501,324
Uchuu Senkan Yamato,7.672535211267606,1.5789106604238619,3124,14,14,18,58,150,301,811,837,498,423
Bishoujo Senshi Sailor Moon,7.648553032716022,1.6679907882299811,87908,360,404,568,1575,5377,10681,21647,19346,13571,14379
GetBackers,7.607261789665914,1.482219939257184,37236,70,105,224,650,1999,3973,9546,10567,6499,3603
Inazuma Eleven,7.628027747242333,1.6270573838682678,26381,109,120,205,527,1337,3177,6428,6635,4090,3753
K,7.687649912370425,1.5661853601509914,167181,433,730,1380,3385,7704,16984,39316,46032,30406,20811
Kekkaishi,7.645602525221267,1.3814642242285382,32314,59,62,137,426,1454,3159,8527,10154,5743,2593
Kyoukaisenjou no Horizon II,7.704121456448085,1.5142634158232018,23317,92,84,145,385,978,2265,5537,6954,4239,2638
Bishoujo Senshi Sailor Moon R,7.735676765885769,1.5509097538274907,45119,89,105,190,565,2286,5367,11618,10322,7407,7170
Go! Princess Precure,7.645854657113613,1.6885021832035103,1954,9,9,20,49,117,201,435,488,343,283
Doraemon (1979),7.636728905696053,1.7108142644439575,8462,54,40,66,141,510,1057,2027,1927,1171,1469
Tegamibachi,7.6828182379513175,1.4847956692867994,30771,69,84,167,471,1497,3106,7645,8929,5312,3491
Senjou no Valkyria,7.6913038798902225,1.4771331829732068,37166,86,121,256,576,1680,3539,8990,11189,6911,3818
Orange,7.722333900974379,1.5859579788898401,78101,252,368,729,1589,3305,7537,17672,22055,14240,10354
Trapp Ikka Monogatari,7.7571041948579165,1.4923803778261184,1478,2,5,5,23,51,177,351,419,230,215
Shingeki no Bahamut: Genesis,7.731546018330498,1.314554372984058,72884,108,115,274,745,2344,6658,18595,24623,13671,5751
Demi-chan wa Kataritai,7.757635191930513,1.309635652559306,7138,20,18,29,49,216,516,1888,2576,1225,601
D-Frag!,7.717923103992372,1.3620886770859721,88093,133,169,381,1047,3259,8166,22416,28530,16270,7722
Majin Tantei Nougami Neuro,7.6532632855122245,1.570206532545078,19796,61,90,120,405,1000,2126,4758,5345,3449,2442
Genshiken,7.710388226939162,1.362661164840186,50692,112,120,195,602,1838,4613,12906,16610,9540,4156
Hayate no Gotoku!,7.65048888614282,1.4818894752284564,64739,131,174,401,1076,3324,6603,15918,18956,11573,6583
Itazura na Kiss,7.701790789506778,1.7024562150932525,79518,417,496,805,1905,3980,8160,17027,19638,15066,12024
The iDOLM@STER,7.601762167707673,1.583975542341257,33141,168,162,279,655,1740,3407,7837,9520,5910,3463
World Trigger,7.388197076340011,1.7257062893554482,40634,276,413,592,1306,2614,4347,9710,11160,6452,3764
Kanojo to Kanojo no Neko: Everything Flows,7.7637783744203075,1.4147989324369707,20485,27,31,79,196,835,2044,5213,6125,3349,2586
Texhnolyze,7.597415617689651,1.8800617577492744,26931,300,262,385,919,1525,2621,5174,6468,5132,4145
Utawarerumono,7.725030414350803,1.451007482346021,41921,92,119,218,612,1764,4013,9960,12927,7785,4431
Bungou Stray Dogs,7.726371739644484,1.3872043612025804,97267,122,191,496,1356,3770,8438,24682,31548,17171,9493
Ichigo Mashimaro,7.72819368929783,1.4170236367847908,21519,34,48,109,262,882,2133,5250,6537,4096,2168
Over Drive,7.713067784765898,1.439578717886912,14310,21,39,77,205,608,1426,3453,4351,2651,1479
Rozen Maiden: Träumend,7.762280582392163,1.4074801067627511,44094,66,63,189,546,1718,4182,10978,13233,8255,4864
Tonari no Kaibutsu-kun,7.753495080662663,1.3549096031978283,221168,277,316,759,2335,7674,21023,56974,69090,40947,21773
Zero no Tsukaima F,7.752548614541698,1.6173452262057229,111335,343,523,1000,2156,5059,11090,25106,28904,20232,16922
Turn A Gundam,7.656632653061225,1.696246422628716,7840,39,52,72,200,429,806,1714,1979,1432,1117
Black Jack 21,7.7442049613664095,1.470615659903672,2459,11,4,10,27,92,269,586,727,436,297
Hakuouki Hekketsuroku,7.754367022712374,1.621365156133701,25933,69,91,174,512,1338,2825,5765,6366,4580,4213
Mahouka Koukou no Rettousei,7.6956367296193235,1.7408075070397075,168910,1062,1419,2356,4596,7670,14936,34016,45038,34034,23783
Mahoujin Guru Guru,7.7111636148848195,1.42456696100613,1693,3,7,4,14,60,196,451,488,267,203
Lupin III,7.691202744229257,1.4482839535781147,13993,42,45,72,185,536,1377,3633,4237,2394,1472
No.6,7.725987851731021,1.7149293504712328,93182,429,445,868,2334,4991,10169,19496,21449,17379,15622
Master Keaton,7.672289156626506,1.4250467408394718,2490,14,6,12,25,105,208,658,805,447,210
Gakuen Alice,7.744585487142577,1.5207025071426898,30566,65,83,134,402,1484,3379,7375,7869,5541,4234
Tegamibachi Reverse,7.877935063476014,1.3994749383115856,17802,23,34,67,197,564,1505,4115,5470,3522,2305
Servant x Service,7.728927943760985,1.3054097566546812,42675,66,71,141,439,1481,3698,10664,15056,7834,3225
Nurarihyon no Mago,7.726598136845487,1.3878352310052056,62260,94,107,236,785,2463,5821,16023,19343,11124,6264
Kore wa Zombie Desu ka? of the Dead,7.77219951944157,1.4132006856606065,114034,175,280,538,1489,4085,10354,27893,35403,21204,12613
Ga-Rei: Zero,7.726740149279639,1.4918962187009934,69132,195,239,474,1109,2888,6659,15762,20564,14026,7216
Urusei Yatsura,7.516070068545316,1.6248055532039942,6565,36,28,50,145,390,806,1690,1654,987,779
Pretty Rhythm: Rainbow Live,7.656121851200937,1.7748393702172598,1707,11,13,22,33,112,186,333,425,293,279
Tenkuu no Escaflowne,7.741132317268525,1.4685100546805965,43698,82,105,228,631,1863,4356,10598,12543,8129,5163
To LOVE-Ru Darkness 2nd,7.782630722875504,1.5672365229870835,37503,132,169,271,601,1463,3621,8468,10725,6462,5591
Udon no Kuni no Kiniro Kemari,7.743803826178423,1.3601048424567674,15211,27,21,44,160,546,1429,3944,4875,2612,1553
Ajin,7.7043413356826465,1.4253697840532036,81726,302,290,491,1314,2717,6756,20097,27553,15250,6956
Shakugan no Shana II (Second),7.755383717020862,1.490711866651934,113026,217,349,736,1935,4708,10463,25996,33553,21707,13362
Rakudai Kishi no Cavalry,7.747867395412984,1.5090179190893431,117462,303,399,829,1908,4832,11072,27253,34738,21687,14441
Special A,7.68830161665573,1.5657625101162174,100578,269,420,729,1933,5003,10289,23670,27256,18331,12678
Poyopoyo Kansatsu Nikki,7.6862152357920195,1.566086649138376,6616,16,18,36,99,372,776,1598,1678,1060,963
Jigoku Shoujo,7.689509812661581,1.563586064448875,78521,192,298,569,1520,4005,8171,18122,21413,14306,9925
Sword Art Online,7.767119800342573,1.9713493696980031,679564,7282,7518,12293,22373,35903,58622,111945,142843,135890,144895
Yume-iro Pâtissière SP Professional,7.7977410246066965,1.552157258137404,12395,19,38,69,189,540,1344,2946,3006,2279,1965
Blood+,7.673247545190278,1.5875693223418545,105609,301,410,767,2235,5769,10995,24164,27996,19649,13323
Full Metal Panic!,7.766875634924879,1.3726904919317908,149624,194,274,578,1782,5652,13273,36773,46977,29828,14293
Chrno Crusade,7.727579025561436,1.5422399698780147,75387,169,193,446,1357,3798,7850,17354,20293,13944,9983
Fruits Basket,7.744878638861861,1.6009145500981539,152108,453,551,1011,2826,8014,15718,34086,38125,29054,22270
Hourou Musuko,7.714076111875286,1.5306284372186143,21810,89,84,140,367,1000,2080,4928,6339,4419,2364
"Ima, Soko ni Iru Boku",7.769913960588399,1.6058218170206662,21618,110,87,182,442,948,1998,4351,6155,4503,2842
New Game!,7.733413977933969,1.3404735757103752,47947,105,93,202,484,1582,4034,12549,16344,8288,4266
Tokyo Ravens,7.745189011290396,1.412508460182209,87508,146,217,455,1253,3340,7767,21211,27776,16608,8735
Soredemo Sekai wa Utsukushii,7.7570563753310635,1.4774385882040986,52860,82,100,268,808,2359,5202,12656,15105,9519,6761
Dragon Quest: Dai no Daibouken,7.7633249951895325,1.4311798905717792,5197,3,10,21,58,204,559,1319,1460,889,674
Aria The Animation,7.692503987240829,1.6443715006736126,28215,183,127,240,576,1424,2806,5978,7875,5279,3727
Panty & Stocking with Garterbelt,7.689022905831581,1.6302292992173935,90370,634,608,867,1758,3584,8232,20559,25646,17839,10643
Shoukoujo Sara,7.791360294117647,1.5897300185732337,4352,18,17,21,65,179,472,1003,1137,711,729
Daa! Daa! Daa!,7.720662678324897,1.5230663325730913,6519,15,22,24,96,335,701,1574,1688,1227,837
Kochira Katsushikaku Kameari Kouenmae Hashutsujo (TV),7.784856396866841,1.483303214401336,1915,7,2,8,18,74,216,457,531,332,270
Lupin the Third: Mine Fujiko to Iu Onna,7.78529329216952,1.452212177406392,10689,38,29,65,165,405,860,2299,3522,2248,1058
Mitsudomoe Zouryouchuu!,7.808660319000546,1.347529670326819,16489,25,35,65,159,496,1411,3970,5528,3129,1671
Naruto,7.727276642645853,1.6518689026088391,510807,3192,2393,3886,9117,25463,50012,116515,131155,91929,77145
Seikai no Monshou,7.791915286998908,1.4284863830470738,11899,26,27,61,154,426,1107,2694,3744,2345,1315
Bokurano,7.709904264577894,1.5637053163352628,28725,102,126,224,606,1333,2740,6140,8368,5872,3214
Working!!,7.780952924176743,1.3014479630421294,105192,168,192,365,1029,3190,8214,26254,36894,20293,8593
Eikoku Koi Monogatari Emma,7.754941150344215,1.4278936249511274,9006,19,31,41,107,344,879,2051,2883,1716,935
Guilty Crown,7.746588744142938,1.7693993799843166,271894,1509,1963,3659,7956,12819,25229,52601,66761,53719,45678
Hakkenden: Touhou Hakken Ibun 2nd Season,7.810692375109553,1.404442750281092,17115,28,27,64,181,595,1595,4203,5209,3086,2127
Jigoku Shoujo Mitsuganae,7.77635919127634,1.5622709994081747,25769,74,97,169,445,1086,2596,5782,7119,4608,3793
K: Return of Kings,7.7904793279525615,1.5046759195634296,54639,137,160,330,921,2071,5043,12635,15833,10279,7230
Minami-ke,7.763822010790741,1.3658875015798209,51711,110,103,190,550,1914,4488,12576,16830,10281,4669
To LOVE-Ru Darkness,7.7907529788725345,1.5676071617716019,79896,294,348,598,1342,3185,7448,17446,22998,14791,11446
Yamada-kun to 7-nin no Majo (TV),7.884582068339122,1.308348112906098,118907,146,135,367,958,3140,9170,28105,40208,23716,12962
Ao Haru Ride,7.869621645402551,1.410607434369045,136380,208,220,522,1514,4769,11557,31266,41746,26808,17770
Densetsu no Yuusha no Densetsu,7.787023816323034,1.4139573307982858,70036,139,133,331,992,2464,6062,16910,21708,13690,7607
Chi's Sweet Home,7.71598474933136,1.5448211620407535,17573,70,55,79,192,871,1982,4297,4645,2898,2484
Tetsuwan Birdy Decode:02,7.821879295264276,1.2667268423342082,16006,17,16,48,104,434,1352,3933,5499,3247,1356
Shaman King,7.777795540676515,1.4862441784790446,106339,175,240,529,1311,4602,10903,25787,29262,18736,14794
Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,7.835281557119002,1.5481529655994373,36529,140,140,280,650,1312,2960,7760,11076,7003,5208
Akame ga Kill!,7.807528707304161,1.6474960878064926,328662,1231,1851,3388,7609,13830,29063,64561,87883,70474,48772
Elfen Lied,7.800304730408079,1.78057960652353,423325,2792,3663,5466,10785,18545,37455,78762,103535,87881,74441
Kimi to Boku.,7.728819726272776,1.515345801045601,35729,131,122,215,604,1591,3301,8121,10812,6717,4115
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,7.83197213173522,1.4507993990472958,128318,219,333,712,1727,4679,11155,29000,38729,25743,16021
Maria-sama ga Miteru: Haru,7.827050997782705,1.3951478405637436,8118,19,15,21,91,270,713,1964,2466,1630,929
Seitokai Yakuindomo*,7.828892160471108,1.3480928834116452,54340,90,84,219,539,1657,4378,13036,18238,10348,5751
Romeo x Juliet,7.770876435148346,1.6204115548886542,43985,125,168,318,877,2222,4538,9438,11204,8107,6988
Tsuritama,7.769303441936472,1.503533581761793,39164,89,108,244,637,1706,3705,8826,11351,7638,4860
Bishoujo Senshi Sailor Moon Crystal Season III,7.819399203764025,1.4887133423245866,8289,19,14,33,114,338,799,1963,2313,1476,1220
Sora no Otoshimono: Forte,7.8372674872790995,1.485626644408236,94726,193,297,544,1309,3471,8543,21224,27674,18545,12926
Arakawa Under the Bridge x Bridge,7.8233261150119215,1.3513342240600834,45717,76,91,164,486,1426,3748,10838,15008,9383,4497
Hoozuki no Reitetsu,7.708102667337695,1.5086230164175387,19870,58,78,117,342,903,1882,4656,5879,3754,2201
Slayers,7.81931683741536,1.3957515328505337,39727,67,52,143,410,1432,3519,9793,12005,7527,4779
Sidonia no Kishi,7.815926934786092,1.3820058653762461,62410,178,148,293,800,1994,4847,13877,20941,13800,5532
Soukou Kihei Votoms,7.803225806451613,1.5035169007614269,2790,8,7,16,45,112,265,598,822,561,356
Space☆Dandy,7.797371802169565,1.4594694767722005,61487,204,175,315,911,2166,5216,14108,19119,12270,7003
The Law of Ueki,7.7643699777739785,1.4800118467090249,29245,77,82,201,417,1237,2553,6821,8728,5807,3322
